adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/szX8DlIgwBnrmoziiq8u8nCCWSP.jpg,,2400000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",https://pathe.com/en/,955569,tt19783626,['FR'],fr,"Arthur, malédiction","Longtime Minimoys fan Alex is taken by his friends to the filming location for his 18th birthday, unaware that they're all in for a horrific time.",11.3802,/2MVrHAbbMFXhFmLsVK1BbWAcHzW.jpg,"[{'id': 49755, 'logo_path': '/iom7Z8e1dzoTfCvwq8F4bJvbeIJ.png', 'name': 'Apollo Films', 'origin_country': 'FR'}, {'id': 6896, 'logo_path': '/2Q89KvzxTKB5BAv9RqFIPI1qb7E.png', 'name': 'EuropaCorp', 'origin_country': 'FR'}, {'id': 18626, 'logo_path': '/gb0xmYIKvNy2LnUOfLVglww7U0g.png', 'name': 'Kinology', 'origin_country': 'FR'}, {'id': 221450, 'logo_path': None, 'name': 'Luc Besson Production', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2022-06-29,1874343,87,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,When your childhood dream becomes your biggest nightmare!,Arthur: Malediction,False,3.3,129
False,/lD8dFIk9wDEvOwZw0RB47e346io.jpg,,30000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",https://redeeminglovemovie.com/,698508,tt11365186,['US'],en,Redeeming Love,A retelling of the biblical book of Hosea set against the backdrop of the California Gold Rush of 1850.,11.3485,/pDc2HxQtC0MlKD4QfRvmKREEyhc.jpg,"[{'id': 54927, 'logo_path': None, 'name': 'Mission Pictures International', 'origin_country': 'US'}, {'id': 79287, 'logo_path': '/cNfxzrBMccEmqhLg4At8hX6FC6y.png', 'name': 'Advantage Entertainment', 'origin_country': 'ZA'}, {'id': 157314, 'logo_path': '/eJ3zud0Tynepy0fJ6lOSMY1oNH3.png', 'name': 'Pinnacle Peak Pictures', 'origin_country': 'US'}, {'id': 225226, 'logo_path': '/f1ZRrIm0mxEw6bM36Xhg7m47ix7.png', 'name': 'Nthibah Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-01-21,9464198,134,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Never look back. Never look forward.,Redeeming Love,False,7.846,664
False,/70Rm9ItxKuEKN8iu6rNjfwAYUCJ.jpg,"{'id': 950289, 'name': 'X Collection', 'poster_path': '/1a828eAhYwYw1bcLvjotDCSTnqI.jpg', 'backdrop_path': '/HhDOcUwm8ghreO9s50YJWhBJqc.jpg'}",1000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",https://a24films.com/films/x,760104,tt13560574,['US'],en,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",11.2904,/lopZSVtXzhFY603E9OqF7O1YKsh.jpg,"[{'id': 41077, 'logo_path': '/1ZXsGaFPgrgS6ZZGS37AqD5uU12.png', 'name': 'A24', 'origin_country': 'US'}, {'id': 126587, 'logo_path': None, 'name': 'Little Lamb Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-03-17,15113105,106,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Dying to show you a good time.,X,False,6.735,3717
False,/dTn1HGhCuq26IoBq9qKsiYNFxfq.jpg,"{'id': 618529, 'name': 'Doctor Strange Collection', 'poster_path': '/bm7UlW3ctMJAvD6NNXrCDdRyyKn.jpg', 'backdrop_path': '/t7Xl8fNVuETzrbpmf6dGosjIHPN.jpg'}",290000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",https://www.marvel.com/movies/doctor-strange-in-the-multiverse-of-madness,453395,tt9419884,['US'],en,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",11.2452,/ddJcSKbcp4rKZTmuyWaMhuwcfMz.jpg,"[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}, {'id': 176762, 'logo_path': None, 'name': 'Kevin Feige Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-05-04,955775804,126,"[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Enter a new dimension of Strange.,Doctor Strange in the Multiverse of Madness,False,7.24,9868
False,/3AhT4YuBcU4A3KKXzzXZO6fUiKj.jpg,"{'id': 1231053, 'name': 'The Bad Guys Collection', 'poster_path': '/MvnERW28KnZ5fmxS73a27m3qhN.jpg', 'backdrop_path': '/m4WprwbsvC1HsORjSiZmiARy9yl.jpg'}",80000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",https://www.dreamworks.com/movies/the-bad-guys,629542,tt8115900,['US'],en,The Bad Guys,"When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.",11.175,/7qop80YfuO0BwJa1uXk1DXUUEwv.jpg,"[{'id': 521, 'logo_path': '/3BPX5VGBov8SDqTV7wC1L1xShAS.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-03-17,250162278,100,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Good is no fun at all.,The Bad Guys,False,7.5,2378
False,/9eAn20y26wtB3aet7w9lHjuSgZ3.jpg,"{'id': 328, 'name': 'Jurassic Park Collection', 'poster_path': '/qIm2nHXLpBBdMxi8dvfrnDkBUDh.jpg', 'backdrop_path': '/njFixYzIxX8jsn6KMSEtAzi4avi.jpg'}",583900000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.jurassicworld.com,507086,tt8041270,['US'],en,Jurassic World Dominion,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures.",10.7544,/jbAvCACjLf1ZG0unB2tdmx5HAf1.jpg,"[{'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-06-01,1004004592,147,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The epic conclusion of the Jurassic era.,Jurassic World Dominion,False,6.632,6727
False,/jr8tSoJGj33XLgFBy6lmZhpGQNu.jpg,"{'id': 94602, 'name': 'Puss in Boots Collection', 'poster_path': '/anHwj9IupRoRZZ98WTBvHpTiE6A.jpg', 'backdrop_path': '/eCeLuBBdXLh1LguQ0f73LZ5KWgV.jpg'}",90000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",https://www.dreamworks.com/movies/puss-in-boots-the-last-wish,315162,tt3915174,['US'],en,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",10.6192,/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,"[{'id': 521, 'logo_path': '/3BPX5VGBov8SDqTV7wC1L1xShAS.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-12-07,484700000,103,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Say hola to his little friends.,Puss in Boots: The Last Wish,False,8.209,8475
False,/ss0Os3uWJfQAENILHZUdX8Tt1OC.jpg,,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",https://a24films.com/films/everything-everywhere-all-at-once,545611,tt6710474,['US'],en,Everything Everywhere All at Once,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",10.5052,/u68AjlvlutfEIcpmbYpKcdi09ut.jpg,"[{'id': 93105, 'logo_path': '/ryjDQ04FlVYVW30Eok3t5V5Gx8T.png', 'name': 'IAC Films', 'origin_country': 'US'}, {'id': 106544, 'logo_path': '/psd84iF7PTGrKf4yFOStKj8JbAh.png', 'name': 'AGBO', 'origin_country': 'US'}, {'id': 114130, 'logo_path': '/4qWbeq1VqAH1RSCBFvCNkkY5Qi8.png', 'name': 'Ley Line Entertainment', 'origin_country': 'US'}, {'id': 161506, 'logo_path': None, 'name': 'Year of the Rat', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-03-24,139200000,140,"[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The universe is so much bigger than you realize.,Everything Everywhere All at Once,False,7.729,7430
False,/qBLEWvJNVsehJkEJqIigPsWyBse.jpg,"{'id': 185103, 'name': 'Hotel Transylvania Collection', 'poster_path': '/9nR1xIcDo84gbbNZeFb9NCZYTdw.jpg', 'backdrop_path': '/5MJt6g7k9gADQH4xHn5mOEMa3Vr.jpg'}",75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",https://www.hoteltmovie.com,585083,tt9848626,['US'],en,Hotel Transylvania: Transformania,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",10.0862,/teCy1egGQa0y8ULJvlrDHQKnxBL.jpg,"[{'id': 2251, 'logo_path': '/5ilV5mH3gxTEU7p5wjxptHvXkyr.png', 'name': 'Sony Pictures Animation', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/mtp1fvZbe4H991Ka1HOORl572VH.png', 'name': 'Sony Pictures', 'origin_country': 'US'}, {'id': 2531, 'logo_path': '/9MfCJ2G6Nrf9yyRj4tAgPmMiDcn.png', 'name': 'MRC', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-01-31,18500000,92,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Change can be scary.,Hotel Transylvania: Transformania,False,7.05,2935
False,/y2Ca1neKke2mGPMaHzlCNDVZqsK.jpg,,90000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",https://www.bullettrainmovie.com,718930,tt12593682,['US'],en,Bullet Train,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",10.0813,/j8szC8OgrejDQjjMKSVXyaAjw3V.jpg,"[{'id': 121470, 'logo_path': '/zvJFu1C6gB80A98n6IGXBvMtgVl.png', 'name': '87North Productions', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-08-03,239300000,126,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,The end of the line is just the beginning.,Bullet Train,False,7.42,7033
False,/i0Y0wP8H6SRgjr6QmuwbtQbS24D.jpg,,69000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,579974,tt8178634,['IN'],te,రౌద్రం రణం రుధిరం,A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,10.0348,/u0XUBNQWlOvrh0Gd97ARGpIkL0.jpg,"[{'id': 68594, 'logo_path': None, 'name': 'DVV Entertainment', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2022-03-24,160000000,185,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Telugu', 'iso_639_1': 'te', 'name': 'తెలుగు'}]",Released,"Rise, Roar, Revolt.",RRR,False,7.74,1472
False,/qd4EKTuudkws9lW76Dn9C0tnuVA.jpg,"{'id': 1071588, 'name': 'M3GAN Collection', 'poster_path': '/dgmupZrJEhwaj53xgpAZ6ptl0uS.jpg', 'backdrop_path': '/7QTyZBjTxkMEIgfXvC18hqRF1Qb.jpg'}",12000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",https://www.uphe.com/movies/m3gan,536554,tt8760708,['US'],en,M3GAN,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",9.7799,/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,"[{'id': 76907, 'logo_path': '/ygMQtjsKX7BZkCQhQZY82lgnCUO.png', 'name': 'Atomic Monster', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/rzKluDcRkIwHZK2pHsiT667A2Kw.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 89115, 'logo_path': '/zQwTHJVIruUlGsa7zIdfXuSm9GG.png', 'name': 'Divide / Conquer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-12-28,181796517,102,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,She's more than a toy. She's family.,M3GAN,False,7.048,4550
False,/fqw8nJLPRgKRyFSDC0xBsC06NGC.jpg,,70000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",https://www.focusfeatures.com/the-northman,639933,tt11138512,['US'],en,The Northman,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",9.6178,/aSSJMnHknzKjlZ6zybwD7eyJ4Po.jpg,"[{'id': 508, 'logo_path': '/4sGWXoboEkWPphI6es6rTmqkCBh.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}, {'id': 10104, 'logo_path': '/4sGWXoboEkWPphI6es6rTmqkCBh.png', 'name': 'New Regency Pictures', 'origin_country': 'US'}, {'id': 123620, 'logo_path': '/ePRhZ3yb09Ya6WMzCCBYopwIYbE.png', 'name': 'Square Peg', 'origin_country': 'US'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-04-07,69633110,137,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Icelandic', 'iso_639_1': 'is', 'name': 'Íslenska'}]",Released,Conquer your fate.,The Northman,False,7.035,4765
False,/rLo9T9jEg67UZPq3midjLnTUYYi.jpg,,85000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 36, 'name': 'History'}]",https://elvis.warnerbros.com,614934,tt3704428,"['AU', 'US']",en,Elvis,"The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",9.5794,/qBOKWqAFbveZ4ryjJJwbie6tXkQ.jpg,"[{'id': 174, 'logo_path': '/ingPVoHnINIrFR7WHmYux1f5pES.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 240, 'logo_path': '/bIkHKCMjaI2AAsoadnA9QK7dtzZ.png', 'name': 'Bazmark', 'origin_country': 'AU'}, {'id': 75060, 'logo_path': '/iS6njjhHMBYIcwcBrjNfd53dyXQ.png', 'name': 'The Jackal Group', 'origin_country': 'US'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-06-22,288670284,159,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The Man. The Legend. The King of Rock & Roll.,Elvis,False,7.478,3710
False,/vvObT0eIWGlArLQx3K5wZ0uT812.jpg,"{'id': 131296, 'name': 'Thor Collection', 'poster_path': '/1fGblAmaE2wU6ts2A83eWBgkmHs.jpg', 'backdrop_path': '/3KL8UNKFWgIKXzLHjwY0uwgjzYl.jpg'}",250000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",https://www.marvel.com/movies/thor-love-and-thunder,616037,tt10648342,['US'],en,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",9.497,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,"[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}, {'id': 176762, 'logo_path': None, 'name': 'Kevin Feige Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-07-06,760900000,119,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The one is not the only.,Thor: Love and Thunder,False,6.393,8197
False,/mSyQoValhBsJdq3JNGXJww2Q5yL.jpg,,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",https://searchlightpictures.com/the-menu,593643,tt9764362,['US'],en,The Menu,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",9.4482,/fPtUgMcLIboqlTlPrq0bQpKK8eq.jpg,"[{'id': 125055, 'logo_path': '/8iY66HqRqdQdwOjoS3sNvokcH9r.png', 'name': 'Hyperobject Industries', 'origin_country': 'US'}, {'id': 127929, 'logo_path': '/7DLKyL15ETI9645XSr9JcbMV79c.png', 'name': 'Searchlight Pictures', 'origin_country': 'US'}, {'id': 4740, 'logo_path': '/20IuOPEwlHRXnn0MTOsEmw0wcql.png', 'name': 'Gary Sanchez Productions', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-11-17,79628200,107,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Painstakingly prepared. Brilliantly executed.,The Menu,False,7.171,5697
False,/gG9fTyDL03fiKnOpf2tr01sncnt.jpg,,75000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",https://www.sonypictures.com/movies/morbius,526896,tt5108870,['US'],en,Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",9.1933,/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 53462, 'logo_path': '/nx8B3Phlcse02w86RW4CJqzCnfL.png', 'name': 'Matt Tolmach Productions', 'origin_country': 'US'}, {'id': 14439, 'logo_path': None, 'name': 'Arad Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-03-30,167635712,105,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Greek', 'iso_639_1': 'el', 'name': 'ελληνικά'}, {'english_name': 'Norwegian', 'iso_639_1': 'no', 'name': 'Norsk'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,A new Marvel legend arrives.,Morbius,False,5.939,4631
False,/ifUfE79O1raUwbaQRIB7XnFz5ZC.jpg,"{'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/fG6GzZAwtsW3v2mhB4EyQLMRjUV.jpg'}",24000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",https://www.paramountmovies.com/movies/scream,646385,tt11245972,['US'],en,Scream,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",9.132,/1m3W6cpgwuIyjtg5nSnPx7yFkXW.jpg,"[{'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 130448, 'logo_path': '/yHWTTGKbOGZKUd1cp6l3uLyDeiv.png', 'name': 'Project X Entertainment', 'origin_country': 'US'}, {'id': 126588, 'logo_path': '/cNhOITS96oOV7SCgUHxvZlWRecx.png', 'name': 'Radio Silence', 'origin_country': 'US'}, {'id': 143790, 'logo_path': '/wo1smiXdiwwxai2dwJlRiGwE7rS.png', 'name': 'Spyglass Media Group', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-01-12,137743924,114,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It's always someone you know.,Scream,False,6.69,3610
False,/bIFrsAcqkLUUxaaiqqpFexYPeCh.jpg,,12000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",https://www.firestartermovie.com,532710,tt1798632,['US'],en,Firestarter,"For more than a decade, parents Andy and Vicky have been on the run, desperate to hide their daughter Charlie from a shadowy federal agency that wants to harness her unprecedented gift for creating fire into a weapon of mass destruction. Andy has taught Charlie how to defuse her power, which is triggered by anger or pain. But as Charlie turns 11, the fire becomes harder and harder to control. After an incident reveals the family's location, a mysterious operative is deployed to hunt down the family and seize Charlie once and for all. Charlie has other plans.",9.0397,/jjBdPcQ0bplBnv2XgElKLoeFDuM.jpg,"[{'id': 3172, 'logo_path': '/rzKluDcRkIwHZK2pHsiT667A2Kw.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 433, 'logo_path': '/iafkKMpcRfEXq9a4sQf0h6tg2E2.png', 'name': 'Weed Road Pictures', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-05-12,15000000,94,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Never play with fire.,Firestarter,False,5.5,765
False,/xQyGkQ8ICa4lgifGr3oZjkm3AJ2.jpg,,40000000,"[{'id': 18, 'name': 'Drama'}]",https://www.thefabelmans.movie,804095,tt14208870,['US'],en,The Fabelmans,"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.",9.0155,/h7llKkqkkJtJrTOaDLuVeUYDQ7I.jpg,"[{'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 190543, 'logo_path': None, 'name': 'Reliance Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-11-11,45629909,151,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Capture every moment.,The Fabelmans,False,7.574,2587
False,/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg,"{'id': 1434561, 'name': 'The Super Mario Collection', 'poster_path': '/8wVpJ4DCEVP6Ima1MgKgymZbYcz.jpg', 'backdrop_path': '/hX6DycbhqpkHuYD5ia4YeQQ2RgV.jpg'}",100000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",https://www.uphe.com/movies/the-super-mario-bros-movie,502356,tt6718170,['US'],en,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",19.7773,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 6704, 'logo_path': '/xte4JnhtBJfHSR5jqtHQwvyLgk0.png', 'name': 'Illumination', 'origin_country': 'US'}, {'id': 12288, 'logo_path': '/e4dQAqZD374H5EuM0W1ljEBWTKy.png', 'name': 'Nintendo', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-04-05,1362000000,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Not all heroes wear capes. Some wear overalls.,The Super Mario Bros. Movie,False,7.605,10051
